event_date,feature,target_role,total_generations,successful_generations,failed_generations,success_rate,average_latency_ms,total_tokens
2026-03-29,prep_plan,Product Manager,4,4,0,1.0,1598.0,6878
2026-03-29,prep_plan,UX Designer,8,8,0,1.0,1724.38,10387
2026-03-29,study_notes,Data Analyst,45,40,5,0.8889,2243.76,80086
2026-03-29,study_notes,Finance Analyst,47,45,2,0.9574,2219.0,86946
2026-03-29,study_notes,Product Manager,28,27,1,0.9643,2278.61,53454
2026-03-29,study_notes,Software Engineer,27,26,1,0.963,1982.56,47482
2026-03-29,study_notes,UX Designer,43,41,2,0.9535,2108.14,74805
2026-03-30,exam_generation,Data Analyst,5,5,0,1.0,1263.8,7524
2026-03-30,exam_generation,Finance Analyst,12,12,0,1.0,1757.25,17190
2026-03-30,exam_generation,Product Manager,8,8,0,1.0,1397.25,12584
2026-03-30,exam_generation,Software Engineer,3,3,0,1.0,1477.0,4112
2026-03-30,exam_generation,UX Designer,4,4,0,1.0,1339.75,6118
2026-03-30,job_analysis,Data Analyst,11,10,1,0.9091,1628.18,15384
2026-03-30,job_analysis,Finance Analyst,12,12,0,1.0,1656.25,16281
2026-03-30,job_analysis,Product Manager,13,12,1,0.9231,1573.31,18305
2026-03-30,job_analysis,Software Engineer,6,5,1,0.8333,1726.17,8019
2026-03-30,job_analysis,UX Designer,8,8,0,1.0,1973.88,12262
2026-03-30,mock_interview,Data Analyst,1,1,0,1.0,1513.0,1158
2026-03-30,mock_interview,Software Engineer,3,2,1,0.6667,1666.67,3888
2026-03-30,mock_interview,UX Designer,1,1,0,1.0,1028.0,1294
2026-03-30,prep_plan,Data Analyst,7,7,0,1.0,1574.86,10176
2026-03-30,prep_plan,Finance Analyst,12,12,0,1.0,1328.58,19618
2026-03-30,prep_plan,Product Manager,13,12,1,0.9231,1520.54,17738
2026-03-30,prep_plan,Software Engineer,2,2,0,1.0,1757.0,2932
2026-03-30,prep_plan,UX Designer,5,5,0,1.0,1654.0,6299
2026-03-30,study_notes,Data Analyst,42,41,1,0.9762,2203.33,75773
2026-03-30,study_notes,Finance Analyst,57,55,2,0.9649,2116.96,104565
2026-03-30,study_notes,Product Manager,33,31,2,0.9394,2235.58,60187
2026-03-30,study_notes,Software Engineer,29,29,0,1.0,2080.79,54330
2026-03-30,study_notes,UX Designer,41,40,1,0.9756,2094.27,74465
2026-03-31,exam_generation,Data Analyst,11,11,0,1.0,1528.09,14210
2026-03-31,exam_generation,Finance Analyst,9,9,0,1.0,1509.44,11309
2026-03-31,exam_generation,Product Manager,10,10,0,1.0,1376.3,14168
2026-03-31,exam_generation,Software Engineer,7,7,0,1.0,1625.43,10349
2026-03-31,exam_generation,UX Designer,6,6,0,1.0,1458.67,9555
2026-03-31,job_analysis,Data Analyst,8,8,0,1.0,1458.38,11668
2026-03-31,job_analysis,Finance Analyst,11,11,0,1.0,1692.09,18484
2026-03-31,job_analysis,Product Manager,7,7,0,1.0,1511.86,8590
2026-03-31,job_analysis,Software Engineer,4,3,1,0.75,1970.25,5584
2026-03-31,job_analysis,UX Designer,7,7,0,1.0,1855.0,10026
2026-03-31,mock_interview,Data Analyst,3,3,0,1.0,1367.33,3718
2026-03-31,mock_interview,Finance Analyst,4,4,0,1.0,2059.0,5690
2026-03-31,mock_interview,Product Manager,1,1,0,1.0,1972.0,1652
2026-03-31,mock_interview,Software Engineer,1,1,0,1.0,2423.0,1391
2026-03-31,mock_interview,UX Designer,1,1,0,1.0,1974.0,1598
2026-03-31,prep_plan,Data Analyst,10,9,1,0.9,1919.8,13460
2026-03-31,prep_plan,Finance Analyst,6,6,0,1.0,2055.17,7928
2026-03-31,prep_plan,Product Manager,6,4,2,0.6667,1584.5,7267
2026-03-31,prep_plan,Software Engineer,4,4,0,1.0,1568.25,6311
2026-03-31,prep_plan,UX Designer,3,3,0,1.0,1291.67,4320
2026-03-31,study_notes,Data Analyst,49,44,5,0.898,2182.92,86145
2026-03-31,study_notes,Finance Analyst,52,47,5,0.9038,2318.48,89947
2026-03-31,study_notes,Product Manager,32,31,1,0.9688,2143.88,58615
2026-03-31,study_notes,Software Engineer,27,26,1,0.963,2228.7,51338
2026-03-31,study_notes,UX Designer,36,35,1,0.9722,2178.44,66909
2026-04-01,exam_generation,Data Analyst,10,10,0,1.0,1702.1,15162
2026-04-01,exam_generation,Finance Analyst,11,11,0,1.0,1643.09,15264
2026-04-01,exam_generation,Product Manager,7,6,1,0.8571,1563.71,9719
2026-04-01,exam_generation,Software Engineer,6,6,0,1.0,1411.17,8812
2026-04-01,exam_generation,UX Designer,10,10,0,1.0,1630.6,14355
2026-04-01,job_analysis,Data Analyst,9,8,1,0.8889,1729.67,13238
2026-04-01,job_analysis,Finance Analyst,7,7,0,1.0,1913.0,10736
2026-04-01,job_analysis,Product Manager,5,5,0,1.0,1674.6,7925
2026-04-01,job_analysis,Software Engineer,13,13,0,1.0,1565.85,20145
2026-04-01,job_analysis,UX Designer,6,6,0,1.0,1402.5,8634
2026-04-01,mock_interview,Finance Analyst,1,1,0,1.0,1442.0,1089
2026-04-01,mock_interview,Product Manager,1,1,0,1.0,1896.0,1351
2026-04-01,mock_interview,Software Engineer,1,1,0,1.0,2117.0,1274
2026-04-01,mock_interview,UX Designer,1,1,0,1.0,1345.0,1784
2026-04-01,prep_plan,Data Analyst,7,6,1,0.8571,1687.0,10467
2026-04-01,prep_plan,Finance Analyst,4,3,1,0.75,1838.25,5250
2026-04-01,prep_plan,Product Manager,11,9,2,0.8182,1459.73,16850
2026-04-01,prep_plan,Software Engineer,2,2,0,1.0,1571.5,3032
2026-04-01,prep_plan,UX Designer,3,2,1,0.6667,1219.0,3058
2026-04-01,study_notes,Data Analyst,51,49,2,0.9608,2068.82,93248
2026-04-01,study_notes,Finance Analyst,52,50,2,0.9615,2079.25,95995
2026-04-01,study_notes,Product Manager,49,45,4,0.9184,2115.24,87516
2026-04-01,study_notes,Software Engineer,17,17,0,1.0,2320.24,31819
2026-04-01,study_notes,UX Designer,42,41,1,0.9762,2117.74,79250
2026-04-02,exam_generation,Data Analyst,10,10,0,1.0,1790.7,15071
2026-04-02,exam_generation,Finance Analyst,13,13,0,1.0,1612.77,19834
2026-04-02,exam_generation,Product Manager,5,5,0,1.0,1568.2,7893
2026-04-02,exam_generation,Software Engineer,4,4,0,1.0,1376.75,5202
2026-04-02,exam_generation,UX Designer,5,5,0,1.0,1349.0,8255
2026-04-02,job_analysis,Data Analyst,7,7,0,1.0,1528.71,10694
2026-04-02,job_analysis,Finance Analyst,11,10,1,0.9091,1625.64,14391
2026-04-02,job_analysis,Product Manager,15,15,0,1.0,1528.53,22689
2026-04-02,job_analysis,Software Engineer,4,3,1,0.75,1531.25,4992
2026-04-02,job_analysis,UX Designer,9,8,1,0.8889,2011.89,12455
2026-04-02,mock_interview,Data Analyst,4,4,0,1.0,1833.0,5253
2026-04-02,mock_interview,Finance Analyst,2,2,0,1.0,1432.0,2645
2026-04-02,mock_interview,Software Engineer,2,2,0,1.0,1593.5,3545
2026-04-02,mock_interview,UX Designer,1,1,0,1.0,1357.0,1224
2026-04-02,prep_plan,Data Analyst,4,4,0,1.0,1169.5,6538
2026-04-02,prep_plan,Finance Analyst,5,5,0,1.0,2084.8,7273
2026-04-02,prep_plan,Product Manager,4,4,0,1.0,1594.25,5518
2026-04-02,prep_plan,Software Engineer,6,6,0,1.0,1497.67,8847
2026-04-02,prep_plan,UX Designer,7,7,0,1.0,1788.0,10056
2026-04-02,study_notes,Data Analyst,51,48,3,0.9412,2143.92,96139
2026-04-02,study_notes,Finance Analyst,50,49,1,0.98,2208.48,96082
2026-04-02,study_notes,Product Manager,49,47,2,0.9592,2163.57,90877
2026-04-02,study_notes,Software Engineer,18,18,0,1.0,2063.44,33372
2026-04-02,study_notes,UX Designer,44,41,3,0.9318,2163.52,75088
2026-04-03,exam_generation,Data Analyst,11,11,0,1.0,1646.55,17031
2026-04-03,exam_generation,Finance Analyst,13,12,1,0.9231,1483.54,18377
2026-04-03,exam_generation,Product Manager,6,5,1,0.8333,1682.83,8476
2026-04-03,exam_generation,Software Engineer,5,5,0,1.0,1626.0,8356
2026-04-03,exam_generation,UX Designer,7,7,0,1.0,1803.43,11093
2026-04-03,job_analysis,Data Analyst,7,7,0,1.0,1787.14,10118
2026-04-03,job_analysis,Finance Analyst,11,11,0,1.0,1512.36,16066
2026-04-03,job_analysis,Product Manager,9,9,0,1.0,2001.44,11773
2026-04-03,job_analysis,Software Engineer,10,9,1,0.9,1916.0,13936
2026-04-03,job_analysis,UX Designer,5,5,0,1.0,1612.2,7591
2026-04-03,mock_interview,Data Analyst,2,1,1,0.5,2206.0,1433
2026-04-03,mock_interview,UX Designer,1,1,0,1.0,1504.0,1242
2026-04-03,prep_plan,Data Analyst,7,6,1,0.8571,1810.0,10555
2026-04-03,prep_plan,Finance Analyst,8,8,0,1.0,1555.62,12063
2026-04-03,prep_plan,Product Manager,3,3,0,1.0,1588.67,4149
2026-04-03,prep_plan,Software Engineer,6,6,0,1.0,1789.83,9083
2026-04-03,prep_plan,UX Designer,2,2,0,1.0,1601.5,2376
2026-04-03,study_notes,Data Analyst,42,40,2,0.9524,2074.29,73705
2026-04-03,study_notes,Finance Analyst,59,52,7,0.8814,2205.17,103997
2026-04-03,study_notes,Product Manager,48,45,3,0.9375,2174.75,86105
2026-04-03,study_notes,Software Engineer,28,28,0,1.0,2005.21,52745
2026-04-03,study_notes,UX Designer,41,39,2,0.9512,2173.15,78116
2026-04-04,exam_generation,Data Analyst,6,5,1,0.8333,1269.83,10003
2026-04-04,exam_generation,Finance Analyst,9,9,0,1.0,1750.78,14024
2026-04-04,exam_generation,Product Manager,8,8,0,1.0,1685.75,12195
2026-04-04,exam_generation,Software Engineer,7,6,1,0.8571,1519.0,9711
2026-04-04,exam_generation,UX Designer,5,5,0,1.0,1708.6,7210
2026-04-04,job_analysis,Data Analyst,6,6,0,1.0,1566.33,9031
2026-04-04,job_analysis,Finance Analyst,15,15,0,1.0,1702.53,23803
2026-04-04,job_analysis,Product Manager,8,7,1,0.875,1804.5,11439
2026-04-04,job_analysis,Software Engineer,15,14,1,0.9333,1958.93,20371
2026-04-04,job_analysis,UX Designer,8,7,1,0.875,1899.38,10584
2026-04-04,mock_interview,Data Analyst,2,2,0,1.0,2276.5,2805
2026-04-04,mock_interview,Finance Analyst,2,1,1,0.5,2654.0,2440
2026-04-04,mock_interview,Product Manager,1,1,0,1.0,1668.0,1106
2026-04-04,prep_plan,Data Analyst,2,2,0,1.0,1572.0,3367
2026-04-04,prep_plan,Finance Analyst,6,6,0,1.0,1928.33,8726
2026-04-04,prep_plan,Product Manager,12,11,1,0.9167,1968.33,16764
2026-04-04,prep_plan,Software Engineer,6,5,1,0.8333,1672.33,7723
2026-04-04,prep_plan,UX Designer,5,5,0,1.0,2171.0,6992
2026-04-04,study_notes,Data Analyst,54,48,6,0.8889,2106.37,94522
2026-04-04,study_notes,Finance Analyst,55,52,3,0.9455,2108.13,105174
2026-04-04,study_notes,Product Manager,52,51,1,0.9808,2263.13,97237
2026-04-04,study_notes,Software Engineer,29,28,1,0.9655,2269.97,54674
2026-04-04,study_notes,UX Designer,37,36,1,0.973,2024.16,68705
2026-04-05,exam_generation,Data Analyst,5,5,0,1.0,1395.4,8540
2026-04-05,exam_generation,Finance Analyst,6,6,0,1.0,1901.17,9551
2026-04-05,exam_generation,Product Manager,5,5,0,1.0,1810.0,7075
2026-04-05,exam_generation,Software Engineer,9,9,0,1.0,1960.78,14376
2026-04-05,exam_generation,UX Designer,7,7,0,1.0,1630.43,9840
2026-04-05,job_analysis,Data Analyst,11,11,0,1.0,1990.82,15453
2026-04-05,job_analysis,Finance Analyst,8,7,1,0.875,1534.38,12398
2026-04-05,job_analysis,Product Manager,11,10,1,0.9091,1792.82,14910
2026-04-05,job_analysis,Software Engineer,10,9,1,0.9,1349.6,14308
2026-04-05,job_analysis,UX Designer,15,15,0,1.0,1626.53,21440
2026-04-05,mock_interview,Data Analyst,1,0,1,0.0,903.0,938
2026-04-05,mock_interview,Finance Analyst,2,2,0,1.0,2140.0,2515
2026-04-05,mock_interview,Product Manager,4,4,0,1.0,1635.25,5538
2026-04-05,mock_interview,Software Engineer,1,1,0,1.0,2019.0,1301
2026-04-05,prep_plan,Data Analyst,3,3,0,1.0,1341.0,5227
2026-04-05,prep_plan,Finance Analyst,8,7,1,0.875,1736.25,11870
2026-04-05,prep_plan,Product Manager,3,3,0,1.0,2024.0,4920
2026-04-05,prep_plan,Software Engineer,9,8,1,0.8889,1509.33,11582
2026-04-05,prep_plan,UX Designer,5,5,0,1.0,1416.4,8371
2026-04-05,study_notes,Data Analyst,46,44,2,0.9565,2171.98,82899
2026-04-05,study_notes,Finance Analyst,57,53,4,0.9298,2117.89,104156
2026-04-05,study_notes,Product Manager,56,51,5,0.9107,2035.57,99095
2026-04-05,study_notes,Software Engineer,26,25,1,0.9615,2000.27,46938
2026-04-05,study_notes,UX Designer,37,34,3,0.9189,2273.24,67544
2026-04-06,exam_generation,Data Analyst,6,6,0,1.0,1692.0,7608
2026-04-06,exam_generation,Finance Analyst,10,9,1,0.9,1862.9,14505
2026-04-06,exam_generation,Product Manager,9,9,0,1.0,1850.22,15047
2026-04-06,exam_generation,Software Engineer,5,5,0,1.0,1465.0,8068
2026-04-06,exam_generation,UX Designer,6,6,0,1.0,1305.17,9432
2026-04-06,job_analysis,Data Analyst,8,6,2,0.75,1604.12,11592
2026-04-06,job_analysis,Finance Analyst,11,11,0,1.0,1665.09,16198
2026-04-06,job_analysis,Product Manager,13,13,0,1.0,1947.54,18202
2026-04-06,job_analysis,Software Engineer,11,11,0,1.0,1765.91,15867
2026-04-06,job_analysis,UX Designer,5,3,2,0.6,1618.0,6281
2026-04-06,mock_interview,Data Analyst,2,2,0,1.0,1829.0,2358
2026-04-06,mock_interview,Finance Analyst,2,1,1,0.5,1017.5,2151
2026-04-06,mock_interview,Product Manager,1,1,0,1.0,1473.0,1449
2026-04-06,mock_interview,Software Engineer,1,1,0,1.0,1668.0,2116
2026-04-06,mock_interview,UX Designer,3,2,1,0.6667,1809.67,3940
2026-04-06,prep_plan,Data Analyst,6,6,0,1.0,1712.33,9275
2026-04-06,prep_plan,Finance Analyst,5,5,0,1.0,1395.2,7973
2026-04-06,prep_plan,Product Manager,7,7,0,1.0,2036.0,9217
2026-04-06,prep_plan,Software Engineer,6,6,0,1.0,1666.83,9370
2026-04-06,prep_plan,UX Designer,6,6,0,1.0,1722.0,9417
2026-04-06,study_notes,Data Analyst,48,46,2,0.9583,2148.42,85216
2026-04-06,study_notes,Finance Analyst,63,59,4,0.9365,2001.65,111135
2026-04-06,study_notes,Product Manager,60,56,4,0.9333,2084.18,107757
2026-04-06,study_notes,Software Engineer,30,30,0,1.0,2212.87,55092
2026-04-06,study_notes,UX Designer,35,35,0,1.0,2176.57,64810
2026-04-07,exam_generation,Data Analyst,12,11,1,0.9167,1413.83,15281
2026-04-07,exam_generation,Finance Analyst,14,14,0,1.0,1747.14,21980
2026-04-07,exam_generation,Product Manager,9,9,0,1.0,1740.11,13352
2026-04-07,exam_generation,Software Engineer,9,9,0,1.0,1395.33,14216
2026-04-07,exam_generation,UX Designer,8,8,0,1.0,1711.25,11578
2026-04-07,job_analysis,Data Analyst,8,8,0,1.0,1422.62,12597
2026-04-07,job_analysis,Finance Analyst,11,10,1,0.9091,1719.36,18542
2026-04-07,job_analysis,Product Manager,4,4,0,1.0,1724.5,6367
2026-04-07,job_analysis,Software Engineer,4,4,0,1.0,2038.75,5874
2026-04-07,job_analysis,UX Designer,9,7,2,0.7778,1558.44,12098
2026-04-07,mock_interview,Data Analyst,2,1,1,0.5,2053.5,2442
2026-04-07,mock_interview,Finance Analyst,1,1,0,1.0,2289.0,1945
2026-04-07,mock_interview,Product Manager,4,3,1,0.75,1721.75,4736
2026-04-07,mock_interview,Software Engineer,1,0,1,0.0,1668.0,995
2026-04-07,prep_plan,Data Analyst,8,8,0,1.0,1477.25,12214
2026-04-07,prep_plan,Finance Analyst,8,7,1,0.875,1600.38,12184
2026-04-07,prep_plan,Product Manager,7,7,0,1.0,1511.14,11172
2026-04-07,prep_plan,Software Engineer,7,6,1,0.8571,1322.29,9660
2026-04-07,prep_plan,UX Designer,5,5,0,1.0,1460.6,7137
2026-04-07,study_notes,Data Analyst,47,43,4,0.9149,2116.4,85580
2026-04-07,study_notes,Finance Analyst,60,59,1,0.9833,2136.53,110251
2026-04-07,study_notes,Product Manager,50,49,1,0.98,2125.3,90558
2026-04-07,study_notes,Software Engineer,35,32,3,0.9143,2105.29,60785
2026-04-07,study_notes,UX Designer,35,31,4,0.8857,2146.69,61374
2026-04-08,exam_generation,Data Analyst,17,15,2,0.8824,1445.47,23825
2026-04-08,exam_generation,Finance Analyst,13,12,1,0.9231,1879.77,20778
2026-04-08,exam_generation,Product Manager,18,17,1,0.9444,1811.11,25391
2026-04-08,exam_generation,Software Engineer,3,3,0,1.0,1382.0,4780
2026-04-08,exam_generation,UX Designer,10,8,2,0.8,1655.8,12615
2026-04-08,job_analysis,Data Analyst,7,7,0,1.0,1693.14,10286
2026-04-08,job_analysis,Finance Analyst,11,9,2,0.8182,1704.82,16906
2026-04-08,job_analysis,Product Manager,10,10,0,1.0,1760.2,15671
2026-04-08,job_analysis,Software Engineer,6,6,0,1.0,1604.17,9314
2026-04-08,job_analysis,UX Designer,6,6,0,1.0,1834.17,10531
2026-04-08,mock_interview,Data Analyst,1,0,1,0.0,1001.0,675
2026-04-08,mock_interview,Finance Analyst,1,1,0,1.0,2522.0,1614
2026-04-08,mock_interview,Product Manager,3,3,0,1.0,2288.67,5399
2026-04-08,mock_interview,Software Engineer,2,2,0,1.0,1395.5,3443
2026-04-08,mock_interview,UX Designer,3,3,0,1.0,1876.0,4908
2026-04-08,prep_plan,Data Analyst,5,4,1,0.8,1862.6,5981
2026-04-08,prep_plan,Finance Analyst,6,6,0,1.0,1550.0,8395
2026-04-08,prep_plan,Product Manager,5,5,0,1.0,2194.6,8798
2026-04-08,prep_plan,Software Engineer,4,4,0,1.0,1827.75,6274
2026-04-08,prep_plan,UX Designer,4,4,0,1.0,1949.75,6267
2026-04-08,study_notes,Data Analyst,44,42,2,0.9545,2128.91,81887
2026-04-08,study_notes,Finance Analyst,58,57,1,0.9828,2209.31,108508
2026-04-08,study_notes,Product Manager,44,42,2,0.9545,2182.02,80279
2026-04-08,study_notes,Software Engineer,40,39,1,0.975,2165.8,70062
2026-04-08,study_notes,UX Designer,47,45,2,0.9574,2316.11,84237
2026-04-09,exam_generation,Data Analyst,8,8,0,1.0,1722.0,10963
2026-04-09,exam_generation,Finance Analyst,7,7,0,1.0,1442.71,10741
2026-04-09,exam_generation,Product Manager,11,11,0,1.0,1667.36,16011
2026-04-09,exam_generation,Software Engineer,13,13,0,1.0,1630.31,19638
2026-04-09,exam_generation,UX Designer,6,6,0,1.0,1731.5,9465
2026-04-09,job_analysis,Data Analyst,12,12,0,1.0,1810.5,17880
2026-04-09,job_analysis,Finance Analyst,5,4,1,0.8,1953.4,6149
2026-04-09,job_analysis,Product Manager,11,11,0,1.0,1586.64,16004
2026-04-09,job_analysis,Software Engineer,10,10,0,1.0,2028.1,16136
2026-04-09,job_analysis,UX Designer,3,3,0,1.0,1822.67,4456
2026-04-09,mock_interview,Data Analyst,3,3,0,1.0,1667.0,4268
2026-04-09,mock_interview,Finance Analyst,3,3,0,1.0,2458.0,4195
2026-04-09,mock_interview,Product Manager,3,3,0,1.0,1691.67,4281
2026-04-09,prep_plan,Data Analyst,3,3,0,1.0,1787.33,4000
2026-04-09,prep_plan,Finance Analyst,5,5,0,1.0,1586.4,7442
2026-04-09,prep_plan,Product Manager,4,4,0,1.0,1350.75,5620
2026-04-09,prep_plan,Software Engineer,3,3,0,1.0,1706.33,4636
2026-04-09,prep_plan,UX Designer,5,5,0,1.0,1745.6,6352
2026-04-09,study_notes,Data Analyst,53,50,3,0.9434,2105.36,97757
2026-04-09,study_notes,Finance Analyst,58,56,2,0.9655,2175.88,104336
2026-04-09,study_notes,Product Manager,55,50,5,0.9091,2307.09,102732
2026-04-09,study_notes,Software Engineer,40,40,0,1.0,2205.7,72992
2026-04-09,study_notes,UX Designer,41,38,3,0.9268,2145.9,71521
2026-04-10,exam_generation,Data Analyst,5,4,1,0.8,1482.6,6924
2026-04-10,exam_generation,Finance Analyst,6,6,0,1.0,1591.17,8348
2026-04-10,exam_generation,Product Manager,10,10,0,1.0,1661.6,14721
2026-04-10,exam_generation,Software Engineer,8,7,1,0.875,1804.0,11358
2026-04-10,exam_generation,UX Designer,4,3,1,0.75,1872.25,4491
2026-04-10,job_analysis,Data Analyst,6,6,0,1.0,1774.17,8225
2026-04-10,job_analysis,Finance Analyst,12,12,0,1.0,1821.25,16251
2026-04-10,job_analysis,Product Manager,9,9,0,1.0,1683.33,13816
2026-04-10,job_analysis,Software Engineer,9,9,0,1.0,1417.0,13339
2026-04-10,job_analysis,UX Designer,8,8,0,1.0,1729.62,11498
2026-04-10,mock_interview,Data Analyst,1,0,1,0.0,1977.0,828
2026-04-10,mock_interview,Finance Analyst,1,1,0,1.0,825.0,1450
2026-04-10,mock_interview,Product Manager,3,3,0,1.0,1937.0,5198
2026-04-10,mock_interview,UX Designer,1,1,0,1.0,1382.0,892
2026-04-10,prep_plan,Data Analyst,4,4,0,1.0,1599.5,5735
2026-04-10,prep_plan,Finance Analyst,11,10,1,0.9091,1811.36,15297
2026-04-10,prep_plan,Product Manager,9,9,0,1.0,1648.33,13476
2026-04-10,prep_plan,Software Engineer,3,3,0,1.0,1355.0,4277
2026-04-10,prep_plan,UX Designer,3,3,0,1.0,1072.33,4215
2026-04-10,study_notes,Data Analyst,37,36,1,0.973,2195.14,70487
2026-04-10,study_notes,Finance Analyst,56,52,4,0.9286,2165.45,102819
2026-04-10,study_notes,Product Manager,53,52,1,0.9811,2164.38,100614
2026-04-10,study_notes,Software Engineer,37,34,3,0.9189,2331.24,68893
2026-04-10,study_notes,UX Designer,43,41,2,0.9535,2128.58,78272
2026-04-11,exam_generation,Data Analyst,11,10,1,0.9091,2087.82,14525
2026-04-11,exam_generation,Finance Analyst,13,13,0,1.0,1684.54,20412
2026-04-11,exam_generation,Product Manager,13,12,1,0.9231,1841.54,19458
2026-04-11,exam_generation,Software Engineer,8,8,0,1.0,1616.12,13602
2026-04-11,exam_generation,UX Designer,7,7,0,1.0,1568.0,9151
2026-04-11,job_analysis,Data Analyst,5,5,0,1.0,1506.6,6761
2026-04-11,job_analysis,Finance Analyst,11,11,0,1.0,1549.45,14859
2026-04-11,job_analysis,Product Manager,5,5,0,1.0,1443.8,7218
2026-04-11,job_analysis,Software Engineer,10,10,0,1.0,1559.0,14484
2026-04-11,job_analysis,UX Designer,4,4,0,1.0,1271.25,6140
2026-04-11,mock_interview,Data Analyst,2,2,0,1.0,890.0,2875
2026-04-11,mock_interview,Product Manager,1,1,0,1.0,2639.0,1627
2026-04-11,mock_interview,Software Engineer,2,2,0,1.0,1100.5,3255
2026-04-11,mock_interview,UX Designer,1,1,0,1.0,1609.0,1547
2026-04-11,prep_plan,Data Analyst,6,5,1,0.8333,1812.0,8614
2026-04-11,prep_plan,Finance Analyst,7,7,0,1.0,1697.57,9724
2026-04-11,prep_plan,Product Manager,7,6,1,0.8571,1493.57,9834
2026-04-11,prep_plan,Software Engineer,5,5,0,1.0,1605.0,8303
2026-04-11,prep_plan,UX Designer,5,4,1,0.8,1692.6,7124
2026-04-11,study_notes,Data Analyst,36,36,0,1.0,2192.75,66038
2026-04-11,study_notes,Finance Analyst,64,61,3,0.9531,2097.2,119274
2026-04-11,study_notes,Product Manager,56,54,2,0.9643,2178.29,100371
2026-04-11,study_notes,Software Engineer,38,36,2,0.9474,2122.61,67714
2026-04-11,study_notes,UX Designer,35,34,1,0.9714,2126.06,64967
2026-04-12,exam_generation,Data Analyst,9,9,0,1.0,1347.67,13433
2026-04-12,exam_generation,Finance Analyst,11,11,0,1.0,1574.36,16176
2026-04-12,exam_generation,Product Manager,10,10,0,1.0,1701.7,15514
2026-04-12,exam_generation,Software Engineer,7,6,1,0.8571,1933.14,10552
2026-04-12,exam_generation,UX Designer,8,8,0,1.0,1591.88,12190
2026-04-12,job_analysis,Data Analyst,8,8,0,1.0,1361.75,12788
2026-04-12,job_analysis,Finance Analyst,8,8,0,1.0,1853.0,11835
2026-04-12,job_analysis,Product Manager,5,4,1,0.8,1935.2,6397
2026-04-12,job_analysis,Software Engineer,9,9,0,1.0,1569.56,13443
2026-04-12,job_analysis,UX Designer,9,9,0,1.0,1818.67,13348
2026-04-12,mock_interview,Data Analyst,4,4,0,1.0,1423.5,6423
2026-04-12,mock_interview,Product Manager,4,4,0,1.0,1635.75,6508
2026-04-12,mock_interview,Software Engineer,2,2,0,1.0,1634.5,2690
2026-04-12,mock_interview,UX Designer,1,1,0,1.0,1359.0,1433
2026-04-12,prep_plan,Data Analyst,6,5,1,0.8333,1901.17,8445
2026-04-12,prep_plan,Finance Analyst,8,8,0,1.0,1536.5,11820
2026-04-12,prep_plan,Product Manager,4,3,1,0.75,1613.5,5618
2026-04-12,prep_plan,Software Engineer,7,7,0,1.0,1953.57,10618
2026-04-12,prep_plan,UX Designer,2,1,1,0.5,1772.0,2526
2026-04-12,study_notes,Data Analyst,32,31,1,0.9688,2125.19,57789
2026-04-12,study_notes,Finance Analyst,60,55,5,0.9167,2195.67,108073
2026-04-12,study_notes,Product Manager,56,56,0,1.0,2239.39,102576
2026-04-12,study_notes,Software Engineer,40,34,6,0.85,2288.88,67066
2026-04-12,study_notes,UX Designer,40,37,3,0.925,2287.18,70013
2026-04-13,exam_generation,Data Analyst,11,11,0,1.0,1798.09,15303
2026-04-13,exam_generation,Finance Analyst,7,7,0,1.0,1671.71,10686
2026-04-13,exam_generation,Product Manager,11,11,0,1.0,1732.36,15633
2026-04-13,exam_generation,Software Engineer,9,9,0,1.0,1662.11,13583
2026-04-13,exam_generation,UX Designer,6,6,0,1.0,1298.0,8557
2026-04-13,job_analysis,Data Analyst,8,8,0,1.0,1380.38,12358
2026-04-13,job_analysis,Finance Analyst,3,3,0,1.0,1650.67,4425
2026-04-13,job_analysis,Product Manager,7,7,0,1.0,1822.71,10043
2026-04-13,job_analysis,Software Engineer,5,5,0,1.0,1471.8,8754
2026-04-13,job_analysis,UX Designer,8,8,0,1.0,1488.0,12020
2026-04-13,mock_interview,Data Analyst,3,3,0,1.0,1846.0,4362
2026-04-13,mock_interview,Finance Analyst,3,3,0,1.0,2010.0,3636
2026-04-13,mock_interview,Product Manager,2,2,0,1.0,1575.0,2460
2026-04-13,mock_interview,Software Engineer,1,1,0,1.0,1605.0,1307
2026-04-13,mock_interview,UX Designer,3,3,0,1.0,2193.33,4463
2026-04-13,prep_plan,Data Analyst,3,3,0,1.0,1686.67,4524
2026-04-13,prep_plan,Finance Analyst,7,6,1,0.8571,1349.86,10992
2026-04-13,prep_plan,Product Manager,6,5,1,0.8333,1687.0,8256
2026-04-13,prep_plan,Software Engineer,8,7,1,0.875,1254.5,10576
2026-04-13,prep_plan,UX Designer,3,3,0,1.0,2243.67,4987
2026-04-13,study_notes,Data Analyst,36,35,1,0.9722,2113.42,65375
2026-04-13,study_notes,Finance Analyst,60,59,1,0.9833,2089.1,110010
2026-04-13,study_notes,Product Manager,61,60,1,0.9836,2195.9,111409
2026-04-13,study_notes,Software Engineer,65,64,1,0.9846,2078.71,122392
2026-04-13,study_notes,UX Designer,42,41,1,0.9762,2039.71,83736
2026-04-14,exam_generation,Data Analyst,9,9,0,1.0,1685.0,14157
2026-04-14,exam_generation,Finance Analyst,19,19,0,1.0,1617.58,26417
