event_date,acquisition_channel,target_role,active_users,signups,job_saves,plans_generated,notes_completed,exams_submitted,mocks_completed
2026-03-30,LinkedIn extension,Software Engineer,17,5,3,0,6,1,0
2026-03-30,LinkedIn extension,UX Designer,29,3,3,4,11,0,0
2026-03-30,Manual paste,Data Analyst,14,1,4,0,6,2,0
2026-03-30,Manual paste,Finance Analyst,22,4,5,4,3,2,0
2026-03-30,Manual paste,Product Manager,13,4,2,0,1,0,0
2026-03-30,Manual paste,Software Engineer,16,5,1,2,5,0,0
2026-03-30,Manual paste,UX Designer,10,0,1,0,3,0,0
2026-03-31,Company career site,Data Analyst,10,1,1,1,2,0,1
2026-03-31,Company career site,Finance Analyst,13,0,4,1,6,1,1
2026-03-31,Company career site,Product Manager,9,0,1,0,5,1,0
2026-03-31,Company career site,Software Engineer,5,1,0,0,2,0,0
2026-03-31,Company career site,UX Designer,7,1,0,0,4,0,0
2026-03-31,Handshake extension,Data Analyst,18,1,1,2,13,3,0
2026-03-31,Handshake extension,Finance Analyst,22,3,2,1,13,4,2
2026-03-31,Handshake extension,Product Manager,25,2,2,1,12,4,0
2026-03-31,Handshake extension,Software Engineer,15,0,0,2,6,5,1
2026-03-31,Handshake extension,UX Designer,18,1,3,1,9,3,0
2026-03-31,LinkedIn extension,Data Analyst,25,2,5,5,12,6,1
2026-03-31,LinkedIn extension,Finance Analyst,31,5,4,3,12,4,0
2026-03-31,LinkedIn extension,Product Manager,24,4,3,4,10,4,0
2026-03-31,LinkedIn extension,Software Engineer,15,1,2,2,6,2,0
2026-03-31,LinkedIn extension,UX Designer,31,6,2,1,13,2,1
2026-03-31,Manual paste,Data Analyst,17,4,1,2,7,2,0
2026-03-31,Manual paste,Finance Analyst,21,6,1,1,5,0,0
2026-03-31,Manual paste,Product Manager,10,3,1,1,2,1,0
2026-03-31,Manual paste,Software Engineer,16,3,2,0,2,0,0
2026-03-31,Manual paste,UX Designer,16,4,2,1,6,1,0
2026-04-01,Company career site,Data Analyst,12,2,2,0,7,1,0
2026-04-01,Company career site,Finance Analyst,14,2,0,1,6,1,0
2026-04-01,Company career site,Product Manager,10,1,0,3,5,2,0
2026-04-01,Company career site,Software Engineer,10,3,3,0,3,0,0
2026-04-01,Company career site,UX Designer,16,1,2,2,10,6,0
2026-04-01,Handshake extension,Data Analyst,17,1,0,1,17,2,0
2026-04-01,Handshake extension,Finance Analyst,22,3,0,1,15,7,1
2026-04-01,Handshake extension,Product Manager,29,3,1,1,13,4,0
2026-04-01,Handshake extension,Software Engineer,18,2,5,1,3,2,0
2026-04-01,Handshake extension,UX Designer,18,1,1,0,7,1,0
2026-04-01,LinkedIn extension,Data Analyst,26,3,4,3,9,5,0
2026-04-01,LinkedIn extension,Finance Analyst,27,2,1,2,15,3,0
2026-04-01,LinkedIn extension,Product Manager,23,0,2,6,16,1,1
2026-04-01,LinkedIn extension,Software Engineer,22,2,2,1,5,2,0
2026-04-01,LinkedIn extension,UX Designer,31,7,3,1,14,3,0
2026-04-01,Manual paste,Data Analyst,21,1,3,3,5,2,0
2026-04-01,Manual paste,Finance Analyst,23,3,6,0,6,0,0
2026-04-01,Manual paste,Product Manager,10,2,2,1,1,0,0
2026-04-01,Manual paste,Software Engineer,13,0,3,0,2,1,0
2026-04-01,Manual paste,UX Designer,9,3,0,0,1,0,0
2026-04-02,Company career site,Data Analyst,10,0,0,0,8,0,0
2026-04-02,Company career site,Finance Analyst,12,2,0,2,2,2,0
2026-04-02,Company career site,Product Manager,9,1,0,0,4,1,0
2026-04-02,Company career site,Software Engineer,10,1,0,2,1,1,0
2026-04-02,Company career site,UX Designer,13,1,4,1,10,2,1
2026-04-02,Handshake extension,Data Analyst,24,4,1,1,7,7,2
2026-04-02,Handshake extension,Finance Analyst,22,0,5,2,13,3,1
2026-04-02,Handshake extension,Product Manager,24,4,4,0,13,1,0
2026-04-02,Handshake extension,Software Engineer,12,2,1,1,5,1,0
2026-04-02,Handshake extension,UX Designer,18,2,3,1,5,1,0
2026-04-02,LinkedIn extension,Data Analyst,27,5,2,2,13,3,1
2026-04-02,LinkedIn extension,Finance Analyst,29,4,3,0,18,4,0
2026-04-02,LinkedIn extension,Product Manager,20,1,5,3,11,3,0
2026-04-02,LinkedIn extension,Software Engineer,16,1,2,1,5,2,0
2026-04-02,LinkedIn extension,UX Designer,28,2,1,3,9,1,0
2026-04-02,Manual paste,Data Analyst,18,3,4,1,10,0,0
2026-04-02,Manual paste,Finance Analyst,18,1,3,1,6,4,0
2026-04-02,Manual paste,Product Manager,15,2,6,1,5,0,0
2026-04-02,Manual paste,Software Engineer,14,4,1,2,1,1,1
2026-04-02,Manual paste,UX Designer,12,2,1,2,6,1,0
2026-04-03,Company career site,Data Analyst,15,1,1,3,6,2,0
2026-04-03,Company career site,Finance Analyst,17,2,4,0,9,2,0
2026-04-03,Company career site,Product Manager,15,3,3,0,5,1,0
2026-04-03,Company career site,Software Engineer,8,2,1,2,2,0,0
2026-04-03,Company career site,UX Designer,13,4,0,1,10,0,1
2026-04-03,Handshake extension,Data Analyst,18,4,2,0,7,3,1
2026-04-03,Handshake extension,Finance Analyst,25,4,3,2,12,5,0
2026-04-03,Handshake extension,Product Manager,20,1,2,0,9,3,0
2026-04-03,Handshake extension,Software Engineer,20,5,2,1,2,2,0
2026-04-03,Handshake extension,UX Designer,16,3,2,1,6,3,0
2026-04-03,LinkedIn extension,Data Analyst,21,2,3,3,11,2,1
2026-04-03,LinkedIn extension,Finance Analyst,31,4,2,3,14,5,0
2026-04-03,LinkedIn extension,Product Manager,26,4,3,2,15,2,0
2026-04-03,LinkedIn extension,Software Engineer,21,4,5,3,12,3,0
2026-04-03,LinkedIn extension,UX Designer,29,7,1,0,12,4,0
2026-04-03,Manual paste,Data Analyst,16,3,1,1,4,4,0
2026-04-03,Manual paste,Finance Analyst,19,2,2,3,8,1,0
2026-04-03,Manual paste,Product Manager,10,1,1,1,5,0,0
2026-04-03,Manual paste,Software Engineer,12,4,2,0,1,0,0
2026-04-03,Manual paste,UX Designer,14,5,2,0,2,0,0
2026-04-04,Company career site,Data Analyst,15,3,2,1,15,0,0
2026-04-04,Company career site,Finance Analyst,13,0,0,0,12,1,0
2026-04-04,Company career site,Product Manager,13,3,0,2,1,3,0
2026-04-04,Company career site,Software Engineer,9,0,3,1,3,2,0
2026-04-04,Company career site,UX Designer,10,1,3,2,6,1,0
2026-04-04,Handshake extension,Data Analyst,21,1,0,0,11,3,1
2026-04-04,Handshake extension,Finance Analyst,26,3,4,3,13,4,0
2026-04-04,Handshake extension,Product Manager,19,1,1,4,15,2,0
2026-04-04,Handshake extension,Software Engineer,20,5,6,2,5,0,0
2026-04-04,Handshake extension,UX Designer,12,1,1,1,3,1,0
2026-04-04,LinkedIn extension,Data Analyst,24,1,3,1,10,2,1
2026-04-04,LinkedIn extension,Finance Analyst,22,1,5,1,12,1,1
2026-04-04,LinkedIn extension,Product Manager,33,4,5,5,15,2,1
2026-04-04,LinkedIn extension,Software Engineer,25,4,4,1,9,1,0
2026-04-04,LinkedIn extension,UX Designer,28,3,3,0,13,2,0
2026-04-04,Manual paste,Data Analyst,19,4,1,0,4,1,0
2026-04-04,Manual paste,Finance Analyst,25,5,6,2,8,3,0
2026-04-04,Manual paste,Product Manager,11,3,2,1,5,1,0
2026-04-04,Manual paste,Software Engineer,12,3,3,2,2,3,0
2026-04-04,Manual paste,UX Designer,13,2,1,2,4,1,0
2026-04-05,Company career site,Data Analyst,14,1,2,1,6,1,1
2026-04-05,Company career site,Finance Analyst,13,2,1,1,4,1,0
2026-04-05,Company career site,Product Manager,11,2,2,0,6,1,0
2026-04-05,Company career site,Software Engineer,10,0,3,1,4,2,0
2026-04-05,Company career site,UX Designer,12,1,3,1,2,2,0
2026-04-05,Handshake extension,Data Analyst,24,5,3,0,9,2,0
2026-04-05,Handshake extension,Finance Analyst,26,3,1,2,12,2,0
2026-04-05,Handshake extension,Product Manager,28,4,5,2,10,2,2
2026-04-05,Handshake extension,Software Engineer,21,5,4,4,3,1,0
2026-04-05,Handshake extension,UX Designer,15,1,3,1,6,3,0
2026-04-05,LinkedIn extension,Data Analyst,22,3,2,1,14,1,0
2026-04-05,LinkedIn extension,Finance Analyst,28,1,5,2,14,3,0
2026-04-05,LinkedIn extension,Product Manager,32,4,4,1,14,2,0
2026-04-05,LinkedIn extension,Software Engineer,23,3,2,3,8,7,0
2026-04-05,LinkedIn extension,UX Designer,26,5,6,2,14,1,0
2026-04-05,Manual paste,Data Analyst,16,1,4,1,3,0,0
2026-04-05,Manual paste,Finance Analyst,18,2,1,3,9,0,0
2026-04-05,Manual paste,Product Manager,9,0,0,0,3,0,0
2026-04-05,Manual paste,Software Engineer,14,7,0,1,3,0,0
2026-04-05,Manual paste,UX Designer,15,1,3,1,7,1,0
2026-04-06,Company career site,Data Analyst,17,1,5,1,4,1,0
2026-04-06,Company career site,Finance Analyst,15,2,3,1,4,2,1
2026-04-06,Company career site,Product Manager,13,1,5,2,3,0,1
2026-04-06,Company career site,Software Engineer,12,3,2,1,4,0,0
2026-04-06,Company career site,UX Designer,12,0,0,0,5,3,0
2026-04-06,Handshake extension,Data Analyst,14,0,0,3,9,0,1
2026-04-06,Handshake extension,Finance Analyst,19,2,1,0,11,3,0
2026-04-06,Handshake extension,Product Manager,27,6,4,1,13,4,0
2026-04-06,Handshake extension,Software Engineer,30,3,4,3,7,1,0
2026-04-06,Handshake extension,UX Designer,11,3,2,2,3,0,1
2026-04-06,LinkedIn extension,Data Analyst,21,2,2,1,12,5,0
2026-04-06,LinkedIn extension,Finance Analyst,27,1,3,2,21,2,1
2026-04-06,LinkedIn extension,Product Manager,37,3,3,4,21,5,0
2026-04-06,LinkedIn extension,Software Engineer,20,5,2,1,4,2,1
2026-04-06,LinkedIn extension,UX Designer,22,0,2,3,8,2,2
2026-04-06,Manual paste,Data Analyst,10,0,1,1,7,1,0
2026-04-06,Manual paste,Finance Analyst,21,1,4,2,13,3,1
2026-04-06,Manual paste,Product Manager,14,4,1,0,6,0,0
2026-04-06,Manual paste,Software Engineer,11,2,3,1,2,2,0
2026-04-06,Manual paste,UX Designer,16,4,1,1,3,1,0
2026-04-07,Company career site,Data Analyst,20,0,2,4,7,0,0
2026-04-07,Company career site,Finance Analyst,16,2,2,0,8,4,0
2026-04-07,Company career site,Product Manager,16,1,0,1,3,4,0
2026-04-07,Company career site,Software Engineer,12,1,0,3,5,1,0
2026-04-07,Company career site,UX Designer,11,1,0,1,7,2,0
2026-04-07,Handshake extension,Data Analyst,20,3,2,0,7,8,1
2026-04-07,Handshake extension,Finance Analyst,21,1,3,3,13,5,1
2026-04-07,Handshake extension,Product Manager,23,0,1,4,12,1,0
2026-04-07,Handshake extension,Software Engineer,15,2,1,1,9,3,0
2026-04-07,Handshake extension,UX Designer,13,4,0,0,2,3,0
2026-04-07,LinkedIn extension,Data Analyst,24,4,3,2,13,2,0
2026-04-07,LinkedIn extension,Finance Analyst,23,2,2,2,17,3,0
2026-04-07,LinkedIn extension,Product Manager,33,2,3,1,20,2,3
2026-04-07,LinkedIn extension,Software Engineer,25,4,3,2,7,4,0
2026-04-07,LinkedIn extension,UX Designer,29,6,3,3,9,3,0
2026-04-07,Manual paste,Data Analyst,16,2,1,2,6,2,0
2026-04-07,Manual paste,Finance Analyst,22,1,4,3,9,2,0
2026-04-07,Manual paste,Product Manager,8,0,0,1,2,2,0
2026-04-07,Manual paste,Software Engineer,10,0,0,1,2,1,1
2026-04-07,Manual paste,UX Designer,20,2,6,1,7,0,0
2026-04-08,Company career site,Data Analyst,11,0,0,0,9,3,0
2026-04-08,Company career site,Finance Analyst,12,2,1,2,6,3,0
2026-04-08,Company career site,Product Manager,12,2,0,0,5,4,0
2026-04-08,Company career site,Software Engineer,10,2,2,0,10,0,0
2026-04-08,Company career site,UX Designer,15,3,1,0,6,3,2
2026-04-08,Handshake extension,Data Analyst,16,1,0,1,11,2,1
2026-04-08,Handshake extension,Finance Analyst,26,2,3,1,14,3,0
2026-04-08,Handshake extension,Product Manager,21,0,4,4,11,4,1
2026-04-08,Handshake extension,Software Engineer,17,4,0,2,9,0,2
2026-04-08,Handshake extension,UX Designer,15,3,3,0,8,2,0
2026-04-08,LinkedIn extension,Data Analyst,27,2,5,3,7,7,1
2026-04-08,LinkedIn extension,Finance Analyst,28,4,2,2,10,6,0
2026-04-08,LinkedIn extension,Product Manager,34,4,3,1,15,8,2
2026-04-08,LinkedIn extension,Software Engineer,23,6,2,2,7,1,0
2026-04-08,LinkedIn extension,UX Designer,32,2,2,1,8,3,1
2026-04-08,Manual paste,Data Analyst,16,2,2,1,6,5,0
2026-04-08,Manual paste,Finance Analyst,26,3,5,1,7,1,1
2026-04-08,Manual paste,Product Manager,10,1,3,0,4,1,0
2026-04-08,Manual paste,Software Engineer,11,1,2,0,5,2,0
2026-04-08,Manual paste,UX Designer,20,5,0,3,6,2,0
2026-04-09,Company career site,Data Analyst,16,3,0,0,8,1,1
2026-04-09,Company career site,Finance Analyst,11,3,0,0,3,2,0
2026-04-09,Company career site,Product Manager,14,0,2,1,7,2,0
2026-04-09,Company career site,Software Engineer,11,3,1,0,4,2,0
2026-04-09,Company career site,UX Designer,9,2,0,0,4,1,0
2026-04-09,Handshake extension,Data Analyst,24,5,8,0,12,2,1
2026-04-09,Handshake extension,Finance Analyst,22,5,4,2,11,0,0
2026-04-09,Handshake extension,Product Manager,29,3,5,1,11,7,1
2026-04-09,Handshake extension,Software Engineer,21,2,5,0,7,6,0
2026-04-09,Handshake extension,UX Designer,20,6,1,1,8,1,0
2026-04-09,LinkedIn extension,Data Analyst,31,3,3,3,17,4,0
2026-04-09,LinkedIn extension,Finance Analyst,27,3,1,0,13,1,1
2026-04-09,LinkedIn extension,Product Manager,24,0,2,1,21,3,2
2026-04-09,LinkedIn extension,Software Engineer,28,5,4,2,13,2,0
2026-04-09,LinkedIn extension,UX Designer,19,3,2,2,14,2,0
2026-04-09,Manual paste,Data Analyst,14,1,1,0,3,0,1
2026-04-09,Manual paste,Finance Analyst,23,4,0,3,10,4,1
2026-04-09,Manual paste,Product Manager,12,3,2,1,5,0,0
2026-04-09,Manual paste,Software Engineer,9,1,0,1,4,3,0
2026-04-09,Manual paste,UX Designer,13,0,0,2,5,1,0
2026-04-10,Company career site,Data Analyst,15,3,1,0,7,2,1
2026-04-10,Company career site,Finance Analyst,11,1,1,2,5,1,0
2026-04-10,Company career site,Product Manager,15,1,1,1,5,2,0
2026-04-10,Company career site,Software Engineer,7,1,0,0,1,2,0
2026-04-10,Company career site,UX Designer,8,0,0,0,4,3,1
2026-04-10,Handshake extension,Data Analyst,16,5,2,1,3,2,0
2026-04-10,Handshake extension,Finance Analyst,20,1,3,3,12,0,0
2026-04-10,Handshake extension,Product Manager,23,5,3,1,15,3,0
2026-04-10,Handshake extension,Software Engineer,25,2,6,1,15,0,0
2026-04-10,Handshake extension,UX Designer,10,2,2,2,4,0,0
2026-04-10,LinkedIn extension,Data Analyst,22,4,0,3,9,1,0
2026-04-10,LinkedIn extension,Finance Analyst,28,2,5,3,11,3,0
2026-04-10,LinkedIn extension,Product Manager,34,3,3,5,17,4,0
2026-04-10,LinkedIn extension,Software Engineer,23,1,2,2,7,4,0
2026-04-10,LinkedIn extension,UX Designer,25,2,5,1,12,2,0
2026-04-10,Manual paste,Data Analyst,15,1,3,0,7,1,0
2026-04-10,Manual paste,Finance Analyst,25,3,3,3,11,2,0
2026-04-10,Manual paste,Product Manager,12,3,2,2,3,1,0
2026-04-10,Manual paste,Software Engineer,15,5,1,0,6,2,0
2026-04-10,Manual paste,UX Designer,13,1,1,0,10,0,0
2026-04-11,Company career site,Data Analyst,14,1,0,0,7,2,1
2026-04-11,Company career site,Finance Analyst,12,1,3,1,6,3,0
2026-04-11,Company career site,Product Manager,11,2,0,0,4,2,1
2026-04-11,Company career site,Software Engineer,9,1,1,2,3,0,0
2026-04-11,Company career site,UX Designer,13,3,0,1,5,1,0
2026-04-11,Handshake extension,Data Analyst,17,3,1,6,3,2,0
2026-04-11,Handshake extension,Finance Analyst,24,3,6,4,14,4,0
2026-04-11,Handshake extension,Product Manager,22,2,0,2,16,6,0
2026-04-11,Handshake extension,Software Engineer,20,2,5,2,10,4,1
2026-04-11,Handshake extension,UX Designer,15,1,0,1,7,1,0
2026-04-11,LinkedIn extension,Data Analyst,28,6,3,0,11,5,0
2026-04-11,LinkedIn extension,Finance Analyst,19,2,1,1,13,1,0
2026-04-11,LinkedIn extension,Product Manager,26,3,2,2,18,4,0
2026-04-11,LinkedIn extension,Software Engineer,22,4,1,1,9,2,1
2026-04-11,LinkedIn extension,UX Designer,21,2,3,2,10,3,0
2026-04-11,Manual paste,Data Analyst,11,3,1,0,5,2,1
2026-04-11,Manual paste,Finance Analyst,24,1,1,1,14,5,0
2026-04-11,Manual paste,Product Manager,13,1,3,3,6,0,0
2026-04-11,Manual paste,Software Engineer,16,3,3,0,3,2,0
2026-04-11,Manual paste,UX Designer,14,2,1,1,5,2,0
2026-04-12,Company career site,Data Analyst,9,2,0,0,3,1,0
2026-04-12,Company career site,Finance Analyst,12,0,1,1,7,3,0
2026-04-12,Company career site,Product Manager,13,0,0,0,13,4,1
2026-04-12,Company career site,Software Engineer,13,2,1,0,7,0,0
2026-04-12,Company career site,UX Designer,10,2,1,0,5,1,0
2026-04-12,Handshake extension,Data Analyst,19,6,3,2,5,3,1
2026-04-12,Handshake extension,Finance Analyst,28,2,3,4,18,2,0
2026-04-12,Handshake extension,Product Manager,20,1,3,3,10,3,1
2026-04-12,Handshake extension,Software Engineer,20,3,3,2,15,4,1
2026-04-12,Handshake extension,UX Designer,14,2,2,1,2,2,0
2026-04-12,LinkedIn extension,Data Analyst,27,4,4,2,12,2,1
2026-04-12,LinkedIn extension,Finance Analyst,24,0,2,3,13,2,0
2026-04-12,LinkedIn extension,Product Manager,24,3,1,1,10,2,1
2026-04-12,LinkedIn extension,Software Engineer,20,2,2,3,8,3,0
2026-04-12,LinkedIn extension,UX Designer,26,4,4,1,9,3,1
2026-04-12,Manual paste,Data Analyst,12,2,1,2,5,3,1
2026-04-12,Manual paste,Finance Analyst,19,1,2,0,8,4,0
2026-04-12,Manual paste,Product Manager,17,5,1,0,5,2,0
2026-04-12,Manual paste,Software Engineer,17,5,3,2,3,0,0
2026-04-12,Manual paste,UX Designer,15,1,2,0,10,2,0
2026-04-13,Company career site,Data Analyst,17,1,3,0,7,0,0
2026-04-13,Company career site,Finance Analyst,9,0,0,1,4,2,0
2026-04-13,Company career site,Product Manager,13,1,1,0,6,1,0
2026-04-13,Company career site,Software Engineer,11,0,0,2,10,2,1
2026-04-13,Company career site,UX Designer,11,2,1,0,3,1,1
2026-04-13,Handshake extension,Data Analyst,21,2,3,0,7,4,0
2026-04-13,Handshake extension,Finance Analyst,23,4,2,3,13,3,2
2026-04-13,Handshake extension,Product Manager,25,0,1,2,20,2,1
2026-04-13,Handshake extension,Software Engineer,23,2,1,2,13,3,0
2026-04-13,Handshake extension,UX Designer,15,2,3,0,6,1,0
2026-04-13,LinkedIn extension,Data Analyst,24,2,1,2,10,7,2
2026-04-13,LinkedIn extension,Finance Analyst,23,2,1,0,11,1,1
2026-04-13,LinkedIn extension,Product Manager,25,4,1,1,11,6,0
2026-04-13,LinkedIn extension,Software Engineer,26,3,0,2,16,2,0
2026-04-13,LinkedIn extension,UX Designer,30,2,3,3,13,2,1
2026-04-13,Manual paste,Data Analyst,13,3,1,1,5,0,0
2026-04-13,Manual paste,Finance Analyst,23,3,0,3,14,1,0
2026-04-13,Manual paste,Product Manager,19,4,4,3,4,1,0
2026-04-13,Manual paste,Software Engineer,14,2,4,2,9,2,0
2026-04-13,Manual paste,UX Designer,15,3,1,0,6,2,0
2026-04-14,Company career site,Data Analyst,12,1,0,0,4,0,0
2026-04-14,Company career site,Finance Analyst,14,3,2,0,5,2,0
2026-04-14,Company career site,Product Manager,11,2,1,0,5,2,0
2026-04-14,Company career site,Software Engineer,9,0,0,0,7,2,0
2026-04-14,Company career site,UX Designer,9,2,1,0,2,2,0
2026-04-14,Handshake extension,Data Analyst,20,3,4,3,6,3,1
2026-04-14,Handshake extension,Finance Analyst,21,1,5,0,10,4,0
2026-04-14,Handshake extension,Product Manager,23,3,1,0,12,5,1
2026-04-14,Handshake extension,Software Engineer,24,3,1,3,10,3,0
2026-04-14,Handshake extension,UX Designer,18,5,3,1,11,1,0
2026-04-14,LinkedIn extension,Data Analyst,28,3,4,4,15,5,1
2026-04-14,LinkedIn extension,Finance Analyst,27,2,3,4,14,7,0
2026-04-14,LinkedIn extension,Product Manager,26,5,0,1,16,2,2
2026-04-14,LinkedIn extension,Software Engineer,24,3,4,3,10,3,0
2026-04-14,LinkedIn extension,UX Designer,22,2,1,3,12,4,0
2026-04-14,Manual paste,Data Analyst,15,2,3,0,2,1,0
2026-04-14,Manual paste,Finance Analyst,25,1,3,0,10,6,2
2026-04-14,Manual paste,Product Manager,13,1,1,1,4,1,0
2026-04-14,Manual paste,Software Engineer,11,1,1,1,8,0,0
2026-04-14,Manual paste,UX Designer,14,3,0,1,5,2,0
2026-04-15,Company career site,Data Analyst,15,3,1,2,3,2,1
2026-04-15,Company career site,Finance Analyst,12,1,0,2,6,2,1
2026-04-15,Company career site,Product Manager,12,1,4,1,2,2,0
2026-04-15,Company career site,Software Engineer,12,2,2,0,6,1,0
2026-04-15,Company career site,UX Designer,7,1,1,0,2,0,0
2026-04-15,Handshake extension,Data Analyst,26,1,4,2,10,1,1
2026-04-15,Handshake extension,Finance Analyst,27,3,3,1,11,6,1
2026-04-15,Handshake extension,Product Manager,17,2,1,1,7,2,0
2026-04-15,Handshake extension,Software Engineer,22,2,5,2,6,1,3
2026-04-15,Handshake extension,UX Designer,13,1,1,3,4,0,0
2026-04-15,LinkedIn extension,Data Analyst,27,4,3,0,17,2,0
2026-04-15,LinkedIn extension,Finance Analyst,25,3,3,1,14,1,0
2026-04-15,LinkedIn extension,Product Manager,26,2,4,0,6,8,0
2026-04-15,LinkedIn extension,Software Engineer,28,2,2,0,13,5,1
2026-04-15,LinkedIn extension,UX Designer,29,1,3,4,20,1,1
2026-04-15,Manual paste,Data Analyst,11,1,1,0,2,0,0
2026-04-15,Manual paste,Finance Analyst,22,2,2,0,17,2,0
2026-04-15,Manual paste,Product Manager,13,0,1,1,10,1,0
2026-04-15,Manual paste,Software Engineer,13,4,0,0,3,1,0
2026-04-15,Manual paste,UX Designer,11,2,0,1,4,1,1
2026-04-16,Company career site,Data Analyst,9,2,1,0,4,0,0
2026-04-16,Company career site,Finance Analyst,15,2,1,0,4,1,1
2026-04-16,Company career site,Product Manager,9,2,1,3,1,1,0
2026-04-16,Company career site,Software Engineer,11,0,3,0,6,3,2
2026-04-16,Company career site,UX Designer,9,1,2,1,2,0,1
2026-04-16,Handshake extension,Data Analyst,18,4,3,4,9,1,0
2026-04-16,Handshake extension,Finance Analyst,24,0,2,4,17,3,1
2026-04-16,Handshake extension,Product Manager,21,4,2,1,13,3,1
2026-04-16,Handshake extension,Software Engineer,16,1,2,0,9,2,0
2026-04-16,Handshake extension,UX Designer,17,3,2,0,6,5,0
2026-04-16,LinkedIn extension,Data Analyst,23,2,2,1,6,6,1
2026-04-16,LinkedIn extension,Finance Analyst,20,5,1,1,10,2,0
2026-04-16,LinkedIn extension,Product Manager,21,2,1,1,6,2,0
2026-04-16,LinkedIn extension,Software Engineer,21,5,3,0,8,3,0
2026-04-16,LinkedIn extension,UX Designer,33,3,7,2,10,4,0
2026-04-16,Manual paste,Data Analyst,9,1,0,1,4,3,0
2026-04-16,Manual paste,Finance Analyst,25,3,1,3,5,4,0
2026-04-16,Manual paste,Product Manager,14,2,1,1,10,0,0
2026-04-16,Manual paste,Software Engineer,14,3,2,2,4,2,1
2026-04-16,Manual paste,UX Designer,15,5,2,1,3,1,1
2026-04-17,Company career site,Data Analyst,5,0,1,0,2,0,0
2026-04-17,Company career site,Finance Analyst,8,2,0,0,2,1,0
2026-04-17,Company career site,Product Manager,9,0,1,2,4,1,0
2026-04-17,Company career site,Software Engineer,12,0,3,2,6,1,0
2026-04-17,Company career site,UX Designer,11,4,0,0,3,0,0
2026-04-17,Handshake extension,Data Analyst,19,0,3,1,10,4,2
2026-04-17,Handshake extension,Finance Analyst,24,3,2,2,14,6,1
2026-04-17,Handshake extension,Product Manager,19,0,3,3,11,3,0
2026-04-17,Handshake extension,Software Engineer,20,1,4,3,9,1,0
2026-04-17,Handshake extension,UX Designer,16,3,1,1,6,0,0
2026-04-17,LinkedIn extension,Data Analyst,29,5,5,3,15,4,1
2026-04-17,LinkedIn extension,Finance Analyst,25,1,2,1,12,3,0
2026-04-17,LinkedIn extension,Product Manager,33,8,4,1,10,4,1
2026-04-17,LinkedIn extension,Software Engineer,26,2,4,1,10,4,1
2026-04-17,LinkedIn extension,UX Designer,26,3,3,0,14,5,0
2026-04-17,Manual paste,Data Analyst,13,5,1,1,3,1,1
2026-04-17,Manual paste,Finance Analyst,24,3,1,0,12,1,1
2026-04-17,Manual paste,Product Manager,14,3,2,0,6,3,0
2026-04-17,Manual paste,Software Engineer,14,2,2,0,4,1,0
2026-04-17,Manual paste,UX Designer,10,1,2,0,7,2,0
2026-04-18,Company career site,Data Analyst,8,3,0,1,1,2,0
2026-04-18,Company career site,Finance Analyst,9,0,2,1,3,1,0
2026-04-18,Company career site,Product Manager,14,4,0,2,6,1,1
2026-04-18,Company career site,Software Engineer,10,0,0,2,6,3,0
2026-04-18,Company career site,UX Designer,9,1,3,1,2,0,0
2026-04-18,Handshake extension,Data Analyst,24,0,2,3,7,3,1
2026-04-18,Handshake extension,Finance Analyst,23,2,0,1,18,4,0
2026-04-18,Handshake extension,Product Manager,20,2,4,3,8,3,0
2026-04-18,Handshake extension,Software Engineer,23,0,2,2,7,4,0
2026-04-18,Handshake extension,UX Designer,18,0,2,2,11,6,0
2026-04-18,LinkedIn extension,Data Analyst,25,2,1,1,8,2,0
2026-04-18,LinkedIn extension,Finance Analyst,22,2,0,3,18,6,0
2026-04-18,LinkedIn extension,Product Manager,23,4,1,0,15,2,1
2026-04-18,LinkedIn extension,Software Engineer,20,0,3,3,15,0,0
2026-04-18,LinkedIn extension,UX Designer,30,1,2,5,8,2,1
2026-04-18,Manual paste,Data Analyst,13,4,1,1,7,1,0
2026-04-18,Manual paste,Finance Analyst,21,5,2,1,4,4,0
2026-04-18,Manual paste,Product Manager,12,1,0,1,6,0,0
2026-04-18,Manual paste,Software Engineer,13,3,1,2,4,2,0
2026-04-18,Manual paste,UX Designer,12,2,1,2,7,3,0
2026-04-19,Company career site,Data Analyst,8,1,2,0,2,0,0
2026-04-19,Company career site,Finance Analyst,12,3,2,0,3,0,0
2026-04-19,Company career site,Product Manager,12,2,0,0,5,1,0
2026-04-19,Company career site,Software Engineer,12,3,0,0,5,3,1
2026-04-19,Company career site,UX Designer,8,1,2,1,5,1,0
2026-04-19,Handshake extension,Data Analyst,22,0,1,3,12,4,0
2026-04-19,Handshake extension,Finance Analyst,25,3,1,2,9,4,2
2026-04-19,Handshake extension,Product Manager,27,6,2,2,9,1,0
2026-04-19,Handshake extension,Software Engineer,27,3,4,3,13,3,0
2026-04-19,Handshake extension,UX Designer,17,3,4,0,6,3,0
2026-04-19,LinkedIn extension,Data Analyst,25,4,5,2,10,3,1
2026-04-19,LinkedIn extension,Finance Analyst,24,2,2,1,7,2,1
2026-04-19,LinkedIn extension,Product Manager,16,2,1,2,7,1,1
2026-04-19,LinkedIn extension,Software Engineer,29,5,4,1,13,6,0
2026-04-19,LinkedIn extension,UX Designer,30,3,5,8,14,4,0
2026-04-19,Manual paste,Data Analyst,13,3,0,0,7,2,1
